,word,sentiment,n
1344,strict,negative,1
1345,strikingly,positive,1
1346,stringent,negative,1
1347,struggles,negative,1
1348,stubbornly,negative,1
1349,stun,negative,1
1350,stupid,negative,1
1351,stupor,negative,1
1352,sublime,positive,1
1353,subordinate,negative,1
1354,succeeding,positive,1
1355,sue,negative,1
1356,suitable,positive,1
1357,sumptuously,positive,1
1358,supported,positive,1
1359,supporter,positive,1
1360,supreme,positive,1
1361,surpass,positive,1
1362,sweetness,positive,1
1363,swelling,negative,1
1364,swollen,negative,1
1365,symptoms,negative,1
1366,talent,positive,1
1367,tarnished,negative,1
1368,taunt,negative,1
1369,taunts,negative,1
1370,tedious,negative,1
1371,tenderness,negative,1
1372,tense,negative,1
1373,thankful,positive,1
1374,thoughtless,negative,1
1375,thrash,negative,1
1376,threat,negative,1
1377,threaten,negative,1
1378,thrifty,positive,1
1379,thrill,positive,1
1380,tidy,positive,1
1381,timely,positive,1
1382,tingle,positive,1
1383,tolerable,positive,1
1384,top,positive,1
1385,tormented,negative,1
1386,tortures,negative,1
1387,tragic,negative,1
1388,trample,negative,1
1389,treasure,positive,1
1390,tricked,negative,1
1391,triumph,positive,1
1392,triumphal,positive,1
1393,triumphant,positive,1
1394,trustworthy,positive,1
1395,tumble,negative,1
1396,tumbled,negative,1
1397,twisted,negative,1
1398,tyrannical,negative,1
1399,unclean,negative,1
1400,uncomfortably,negative,1
1401,undermine,negative,1
1402,undermined,negative,1
1403,undone,negative,1
1404,unequal,negative,1
1405,unfriendly,negative,1
1406,unhappy,negative,1
1407,unmoved,negative,1
1408,unnoticed,negative,1
1409,unpopular,negative,1
1410,unrest,negative,1
1411,unsound,negative,1
1412,unspeakable,negative,1
1413,unstable,negative,1
1414,unsuccessful,negative,1
1415,unusual,negative,1
1416,unwise,negative,1
1417,unworthy,negative,1
1418,uphold,positive,1
1419,uproar,negative,1
1420,uproariously,negative,1
1421,upset,negative,1
1422,useless,negative,1
1423,usurper,negative,1
1424,vengeance,negative,1
1425,vengeful,negative,1
1426,venomous,negative,1
1427,veritable,positive,1
1428,vexation,negative,1
1429,vibrated,negative,1
1430,vicious,negative,1
1431,vigilant,positive,1
1432,vile,negative,1
1433,villainous,negative,1
1434,villains,negative,1
1435,vindictive,negative,1
1436,vindictively,negative,1
1437,virtue,positive,1
1438,vulgar,negative,1
1439,wanton,negative,1
1440,wary,negative,1
1441,wasteful,negative,1
1442,wasting,negative,1
1443,wearisome,negative,1
1444,weirdly,negative,1
1445,wildly,negative,1
1446,worrying,negative,1
1447,worsen,negative,1
1448,worthless,negative,1
1449,wounds,negative,1
1450,wrest,negative,1
1451,wretch,negative,1
1452,wretched,negative,1
1453,wretchedly,negative,1
1454,wretchedness,negative,1
1455,wrinkle,negative,1
1456,zealously,negative,1
